id,user_id,viewed_user_id,"created_at"
3674,940887,2864377,"2014-01-01 21:38:34"
4300,940984,798311,"2014-01-02 01:12:30"
7347,941015,1379800,"2014-01-01 02:13:52"
9779,941143,2584695,"2014-01-01 15:33:21"
2073,941146,159535,"2014-01-01 12:51:20"
6546,941197,1146666,"2014-01-01 09:42:42"
8577,941253,4139965,"2014-01-01 08:56:19"
6309,941299,1011443,"2014-01-01 08:23:54"
7987,943517,3219605,"2014-01-01 05:43:56"
8971,943684,53076,"2014-01-01 11:04:42"
5704,943746,3354896,"2014-01-01 05:00:00"
4211,943758,798311,"2014-01-02 00:41:15"
9854,943765,200040,"2014-01-01 15:56:14"
3155,943785,2308787,"2014-01-01 18:49:39"
7054,943805,1709768,"2014-01-01 12:31:25"
4139,943823,2632343,"2014-01-02 00:17:36"
8051,943889,3507400,"2014-01-01 06:04:27"
1275,944000,1740253,"2014-01-01 08:17:57"
9436,944027,1654401,"2014-01-01 13:39:13"
10326,944275,2052420,"2014-01-01 02:36:36"
8833,944291,2307999,"2014-01-01 10:20:06"
8589,946642,4275265,"2014-01-01 09:00:34"
9017,946673,1801956,"2014-01-01 11:20:51"
3592,946693,3253928,"2014-01-01 21:11:33"
855,946711,2662002,"2014-01-01 05:55:49"
5300,946743,3716355,"2014-01-01 02:42:31"
1334,946790,2632382,"2014-01-01 08:36:00"
2257,946805,403672,"2014-01-01 13:51:44"
7489,947025,661413,"2014-01-01 03:04:05"
2158,947034,1293128,"2014-01-01 13:17:29"
2811,947320,159637,"2014-01-01 16:59:56"
1516,947337,2863493,"2014-01-01 09:36:46"
2214,947354,2185215,"2014-01-01 13:36:25"
5029,947371,3128631,"2014-01-01 05:16:23"
5165,947396,1695839,"2014-01-01 01:55:48"
1311,947564,1740253,"2014-01-01 08:29:59"
7647,950064,2851728,"2014-01-01 03:51:33"
6406,950280,784752,"2014-01-01 08:54:23"
6031,950419,1951727,"2014-01-01 06:51:39"
3854,950459,496564,"2014-01-01 22:39:55"
5159,952739,1565173,"2014-01-01 01:54:00"
7006,954977,677276,"2014-01-01 12:14:02"
4916,955097,3571179,"2014-01-01 04:39:37"
9601,955162,4215198,"2014-01-01 14:32:20"
5257,957649,3941969,"2014-01-01 02:27:48"
1514,957654,577652,"2014-01-01 09:35:48"
4336,957718,3086119,"2014-01-01 01:23:29"
3379,957782,35229,"2014-01-01 20:01:13"
5346,957789,3497478,"2014-01-01 02:56:49"
9965,957805,944347,"2014-01-01 16:36:43"
3350,957810,2922372,"2014-01-01 19:51:17"
1453,957858,524745,"2014-01-01 09:17:07"
5475,957905,3348281,"2014-01-01 03:38:10"
5868,957973,2170401,"2014-01-01 05:57:48"
7601,957988,1626568,"2014-01-01 03:38:19"
8779,958068,398116,"2014-01-01 10:01:40"
8239,958219,1965237,"2014-01-01 07:05:44"
5333,958235,3953316,"2014-01-01 02:52:45"
3833,958247,1011098,"2014-01-01 22:31:42"
10089,960440,1613266,"2014-01-01 17:16:56"
4294,960452,2460133,"2014-01-02 01:10:29"
6995,960529,1409687,"2014-01-01 12:10:33"
5821,960531,2492748,"2014-01-01 05:41:03"
1663,960574,2933549,"2014-01-01 10:29:10"
281,960587,1547279,"2014-01-01 02:46:38"
3525,962925,2185215,"2014-01-01 20:50:20"
5609,962933,1951727,"2014-01-01 04:26:14"
2740,963217,2185215,"2014-01-01 16:36:17"
6837,963250,2221902,"2014-01-01 11:18:29"
7651,963325,964021,"2014-01-01 03:53:12"
7688,963346,784178,"2014-01-01 04:04:07"
7977,963555,607710,"2014-01-01 05:40:30"
2343,963757,218859,"2014-01-01 14:20:00"
1636,963807,159637,"2014-01-01 10:21:43"
861,963807,1740253,"2014-01-01 05:57:49"
4801,963891,748353,"2014-01-01 04:01:36"
3731,963892,203960,"2014-01-01 21:57:44"
6890,964026,4225615,"2014-01-01 11:37:57"
1315,964065,1501724,"2014-01-01 08:30:59"
4396,966289,3013954,"2014-01-01 01:44:23"
8204,966295,2496626,"2014-01-01 06:54:58"
2374,966324,3664169,"2014-01-01 14:29:08"
9921,966353,830078,"2014-01-01 16:22:15"
7368,966367,478727,"2014-01-01 02:21:36"
3589,966504,1092862,"2014-01-01 21:10:17"
9543,966512,162784,"2014-01-01 14:12:46"
10631,966676,43495,"2014-01-01 04:14:10"
10289,966721,3430720,"2014-01-01 02:23:50"
406,966815,1740253,"2014-01-01 03:26:26"
7173,969162,3228423,"2014-01-01 01:17:10"
545,969197,2185215,"2014-01-01 04:08:58"
9204,969228,3822509,"2014-01-01 12:21:50"
7840,969388,226668,"2014-01-01 04:54:11"
10404,971822,3882001,"2014-01-01 02:59:43"
6193,971829,4066975,"2014-01-01 07:46:53"
3027,974025,2548951,"2014-01-01 18:08:56"
2128,974032,594962,"2014-01-01 13:07:38"
5649,974055,837440,"2014-01-01 04:41:00"
4045,974213,3017664,"2014-01-01 23:40:19"
9166,974218,306591,"2014-01-01 12:10:03"
2305,974219,1740253,"2014-01-01 14:05:50"
6669,976563,1984224,"2014-01-01 10:22:11"
9285,976576,1621213,"2014-01-01 12:47:27"
6310,976587,1146212,"2014-01-01 08:24:00"
10603,976604,40628,"2014-01-01 04:05:47"
4235,976665,3387732,"2014-01-02 00:50:10"
9840,976752,4054872,"2014-01-01 15:52:14"
3803,979005,915608,"2014-01-01 22:21:36"
9120,979131,4139261,"2014-01-01 11:53:19"
10676,979136,1671388,"2014-01-01 04:31:05"
1523,979136,3560248,"2014-01-01 09:40:10"
1417,979145,4086586,"2014-01-01 09:05:11"
10492,979268,943912,"2014-01-01 03:29:50"
5120,979298,3021745,"2014-01-01 01:39:15"
9649,979434,4215765,"2014-01-01 14:48:50"
1195,979464,833094,"2014-01-01 07:53:06"
6856,979599,1501930,"2014-01-01 11:26:51"
3952,979717,2185215,"2014-01-01 23:12:13"
1706,979726,3108347,"2014-01-01 10:44:23"
2339,979876,1740253,"2014-01-01 14:18:21"
9928,982083,175752,"2014-01-01 16:24:27"
7648,984411,3472255,"2014-01-01 03:51:54"
3486,984629,2311081,"2014-01-01 20:36:30"
5599,984688,2760040,"2014-01-01 04:22:04"
4432,984879,3086119,"2014-01-01 01:55:49"
4788,984881,254301,"2014-01-01 03:57:55"
30,984888,1740253,"2014-01-01 01:23:41"
9251,985059,3509642,"2014-01-01 12:36:43"
4924,985166,666628,"2014-01-01 04:42:01"
806,985221,14688,"2014-01-01 05:40:07"
2468,985257,3039120,"2014-01-01 15:02:43"
6762,985324,1302082,"2014-01-01 10:52:24"
8634,985420,2432148,"2014-01-01 09:14:34"
6427,985475,684376,"2014-01-01 09:01:22"
1943,985484,3094628,"2014-01-01 12:07:02"
4712,985492,1685897,"2014-01-01 03:32:51"
4144,987745,870366,"2014-01-02 00:19:14"
3703,987814,1740253,"2014-01-01 21:47:08"
5431,987905,3743077,"2014-01-01 03:22:43"
5006,987928,4016903,"2014-01-01 05:10:15"
4206,987932,2185215,"2014-01-02 00:39:24"
2886,987946,2740669,"2014-01-01 17:22:12"
1408,988384,2185215,"2014-01-01 09:01:38"
7009,988448,870466,"2014-01-01 12:15:39"
961,988785,2662002,"2014-01-01 06:30:18"
4419,988785,3086119,"2014-01-01 01:50:29"
10379,988795,833802,"2014-01-01 02:52:17"
7763,991107,1968044,"2014-01-01 04:29:03"
3933,991223,403058,"2014-01-01 23:05:14"
10275,991226,833787,"2014-01-01 02:18:58"
8641,991391,916881,"2014-01-01 09:16:10"
10159,991526,2020933,"2014-01-01 01:38:21"
8197,991684,774692,"2014-01-01 06:53:02"
9472,991952,218848,"2014-01-01 13:50:56"
9171,991971,79765,"2014-01-01 12:11:40"
4097,992234,4174434,"2014-01-02 00:00:05"
2922,992248,2864377,"2014-01-01 17:34:52"
9172,992315,1132263,"2014-01-01 12:11:46"
9877,992328,1145958,"2014-01-01 16:04:31"
5800,992352,1671507,"2014-01-01 05:34:12"
6092,992567,3344494,"2014-01-01 07:12:31"
9690,992660,1643322,"2014-01-01 15:02:37"
8140,993020,484040,"2014-01-01 06:34:18"
6682,993052,436983,"2014-01-01 10:27:15"
3082,993079,1740253,"2014-01-01 18:25:19"
641,993087,2460133,"2014-01-01 04:43:32"
7963,993205,237753,"2014-01-01 05:34:11"
3752,993213,2740669,"2014-01-01 22:04:49"
4047,993249,2185215,"2014-01-01 23:41:26"
1992,993282,2632343,"2014-01-01 12:23:06"
409,993322,2185215,"2014-01-01 03:27:43"
8447,993345,3475693,"2014-01-01 08:11:56"
88,993533,2632343,"2014-01-01 01:43:55"
6489,993607,1970753,"2014-01-01 09:23:18"
1324,993617,1796382,"2014-01-01 08:33:24"
6426,993652,43748,"2014-01-01 09:00:47"
1769,993723,2923195,"2014-01-01 11:06:25"
1963,993798,759085,"2014-01-01 12:13:21"
9638,993800,3970811,"2014-01-01 14:45:08"
5631,994044,1677153,"2014-01-01 04:35:40"
9577,994053,226367,"2014-01-01 14:24:28"
4317,994092,644687,"2014-01-01 01:16:50"
2804,996314,2691283,"2014-01-01 16:56:54"
5488,996325,3108808,"2014-01-01 03:42:12"
2605,996408,3251040,"2014-01-01 15:50:15"
5635,996464,852637,"2014-01-01 04:36:40"
744,996508,2864377,"2014-01-01 05:18:56"
9657,996552,2913976,"2014-01-01 14:51:51"
307,996554,2740669,"2014-01-01 02:55:30"
7218,996598,489187,"2014-01-01 01:33:06"
7235,998932,3493810,"2014-01-01 01:38:51"
2580,998986,1520197,"2014-01-01 15:42:46"
7907,998989,2501195,"2014-01-01 05:16:16"
7766,999058,4069939,"2014-01-01 04:29:45"
7210,999089,1670816,"2014-01-01 01:30:40"
7226,1001338,1944896,"2014-01-01 01:35:42"
6842,1003729,187161,"2014-01-01 11:20:47"
2428,1006074,2632343,"2014-01-01 14:49:02"
2459,1006093,2185215,"2014-01-01 14:59:30"
3436,1006122,4094968,"2014-01-01 20:19:02"
10793,1006211,3629656,"2014-01-01 05:09:40"
8496,1006275,3693901,"2014-01-01 08:28:02"
4145,1011205,1740253,"2014-01-02 00:19:49"
9608,1011399,1913507,"2014-01-01 14:35:06"
7949,1013929,2320048,"2014-01-01 05:29:00"
7864,1016321,3942683,"2014-01-01 05:01:22"
6847,1016355,1407183,"2014-01-01 11:22:51"
4943,1016379,2132099,"2014-01-01 04:49:00"
10135,1016385,3426109,"2014-01-01 01:30:36"
2902,1016618,4106737,"2014-01-01 17:28:34"
8203,1016636,1696494,"2014-01-01 06:54:48"
4912,1016645,578726,"2014-01-01 04:38:02"
8232,1016918,2252777,"2014-01-01 07:03:14"
2265,1019307,622727,"2014-01-01 13:54:41"
8922,1019407,2766227,"2014-01-01 10:50:40"
9766,1019408,4167627,"2014-01-01 15:28:57"
9238,1019436,1796504,"2014-01-01 12:32:01"
5234,1019521,1534057,"2014-01-01 02:18:59"
6610,1026201,207275,"2014-01-01 10:02:40"
1290,1026263,2632382,"2014-01-01 08:22:51"
9376,1026275,604715,"2014-01-01 13:19:01"
1444,1026280,445435,"2014-01-01 09:14:02"
8856,1026387,2041802,"2014-01-01 10:27:46"
5799,1026387,2609208,"2014-01-01 05:33:37"
579,1026589,839966,"2014-01-01 04:22:37"
711,1026683,2060856,"2014-01-01 05:07:06"
4258,1027086,2632343,"2014-01-02 00:57:51"
8209,1027173,4019118,"2014-01-01 06:56:18"
2808,1027263,2138156,"2014-01-01 16:58:29"
2259,1027361,577652,"2014-01-01 13:52:31"
9422,1027734,3147518,"2014-01-01 13:34:52"
3991,1027748,715311,"2014-01-01 23:23:41"
6224,1027850,2485533,"2014-01-01 07:56:13"
3852,1027865,2632343,"2014-01-01 22:39:10"
6957,1028044,3108798,"2014-01-01 11:57:56"
7727,1028073,1671618,"2014-01-01 04:16:48"
7566,1028075,1406475,"2014-01-01 03:25:43"
3786,1028084,915608,"2014-01-01 22:16:24"
8655,1028085,74750,"2014-01-01 09:21:26"
4361,1028151,420414,"2014-01-01 01:31:34"
6873,1028353,239162,"2014-01-01 11:32:40"
6104,1028415,2782652,"2014-01-01 07:17:52"
8571,1028429,1387140,"2014-01-01 08:53:48"
7086,1028535,3927871,"2014-01-01 12:42:26"
393,1028640,2202170,"2014-01-01 03:22:41"
1327,1030875,1606302,"2014-01-01 08:34:01"
10441,1030948,3011289,"2014-01-01 03:11:22"
1582,1031000,2298982,"2014-01-01 10:00:14"
2809,1031084,979614,"2014-01-01 16:59:08"
4135,1031143,2561723,"2014-01-02 00:16:33"
4376,1031200,3086119,"2014-01-01 01:37:12"
2008,1031213,1516228,"2014-01-01 12:27:24"
1532,1031224,958210,"2014-01-01 09:42:42"
3495,1033536,1287442,"2014-01-01 20:40:28"
9967,1033588,1652084,"2014-01-01 16:37:27"
5815,1033613,300419,"2014-01-01 05:38:33"
559,1033643,1740253,"2014-01-01 04:14:22"
1705,1033967,594962,"2014-01-01 10:43:46"
7681,1034037,82718,"2014-01-01 04:01:41"
8882,1034240,3480996,"2014-01-01 10:37:35"
10652,1036547,266010,"2014-01-01 04:21:32"
4806,1036565,3086119,"2014-01-01 04:03:38"
8580,1036647,3719805,"2014-01-01 08:57:41"
9972,1036677,2404116,"2014-01-01 16:38:42"
4825,1036708,1818502,"2014-01-01 04:09:16"
3218,1036736,2740669,"2014-01-01 19:08:11"
3206,1036741,1740253,"2014-01-01 19:05:02"
4126,1036747,2789938,"2014-01-02 00:13:25"
829,1036775,1740253,"2014-01-01 05:47:08"
2292,1036782,2104494,"2014-01-01 14:01:41"
3509,1041339,496564,"2014-01-01 20:45:37"
7854,1041342,871016,"2014-01-01 04:58:47"
8380,1041349,3513468,"2014-01-01 07:52:54"
3485,1041386,2104491,"2014-01-01 20:36:09"
8930,1041390,3028917,"2014-01-01 10:53:06"
2333,1041414,4016101,"2014-01-01 14:16:04"
3338,1041419,2185215,"2014-01-01 19:47:38"
6576,1041419,2375783,"2014-01-01 09:52:11"
1077,1041488,2622957,"2014-01-01 07:12:18"
8445,1041519,1449835,"2014-01-01 08:11:51"
6872,1041700,3948213,"2014-01-01 11:32:37"
5533,1041726,3021744,"2014-01-01 03:57:00"
9318,1041935,1092998,"2014-01-01 12:58:28"
8128,1042119,728722,"2014-01-01 06:29:45"
7795,1042128,803200,"2014-01-01 04:38:48"
9813,1042314,3512971,"2014-01-01 15:44:20"
8448,1042384,2252777,"2014-01-01 08:12:10"
1301,1042389,2302587,"2014-01-01 08:26:50"
9271,1044574,1696146,"2014-01-01 12:43:27"
2204,1044617,3021473,"2014-01-01 13:32:44"
5453,1044623,1819139,"2014-01-01 03:31:03"
285,1044754,1705803,"2014-01-01 02:47:55"
8550,1044841,784184,"2014-01-01 08:45:18"
1487,1045174,3664722,"2014-01-01 09:28:15"
4522,1045204,1697033,"2014-01-01 02:26:40"
6482,1045318,559566,"2014-01-01 09:20:43"
3116,1045470,218859,"2014-01-01 18:36:05"
5737,1045490,225618,"2014-01-01 05:12:30"
3123,1045673,979614,"2014-01-01 18:38:00"
2944,1045687,2185215,"2014-01-01 17:41:24"
3333,1045708,979614,"2014-01-01 19:45:39"
10718,1045799,2595557,"2014-01-01 04:46:37"
10531,1048054,901959,"2014-01-01 03:41:47"
10362,1048312,3682950,"2014-01-01 02:46:59"
3801,1048705,1852171,"2014-01-01 22:21:25"
2960,1048712,976604,"2014-01-01 17:46:32"
5997,1048775,2209305,"2014-01-01 06:40:32"
3537,1048786,1208179,"2014-01-01 20:52:36"
3775,1051044,215843,"2014-01-01 22:12:38"
9107,1051265,3431633,"2014-01-01 11:48:13"
519,1051459,3744241,"2014-01-01 04:00:13"
10319,1051465,2011797,"2014-01-01 02:34:45"
2652,1051503,2185215,"2014-01-01 16:04:26"
10374,1051526,805586,"2014-01-01 02:51:32"
10664,1051543,2944489,"2014-01-01 04:26:10"
9075,1051608,3166718,"2014-01-01 11:38:26"
895,1051737,3455434,"2014-01-01 06:08:52"
5978,1051795,3067925,"2014-01-01 06:33:18"
1078,1051854,657742,"2014-01-01 07:12:29"
1978,1052021,1527990,"2014-01-01 12:17:57"
1048,1052039,976610,"2014-01-01 07:02:41"
1505,1052046,2632343,"2014-01-01 09:33:27"
1707,1052055,207174,"2014-01-01 10:44:56"
4899,1052352,3832046,"2014-01-01 04:33:38"
2077,1052412,1740253,"2014-01-01 12:52:49"
5089,1052571,1163752,"2014-01-01 01:28:39"
8359,1052630,3871135,"2014-01-01 07:45:43"
1849,1052632,116842,"2014-01-01 11:36:02"
8911,1052657,3719582,"2014-01-01 10:47:02"
2755,1052674,1740253,"2014-01-01 16:41:14"
2992,1052727,490049,"2014-01-01 17:57:09"
2761,1052885,2185215,"2014-01-01 16:42:51"
4736,1052899,3444359,"2014-01-01 03:40:33"
9941,1053046,917085,"2014-01-01 16:28:30"
6725,1057574,805396,"2014-01-01 10:39:43"
6387,1057682,2260067,"2014-01-01 08:47:40"
2040,1059913,3251040,"2014-01-01 12:39:28"
2924,1060039,3094628,"2014-01-01 17:35:24"
6612,1060196,2097575,"2014-01-01 10:03:37"
1113,1060284,2632382,"2014-01-01 07:23:39"
8160,1060459,3683488,"2014-01-01 06:40:30"
8018,1060511,3630240,"2014-01-01 05:53:53"
1914,1060639,3560248,"2014-01-01 11:57:22"
1162,1060659,2185215,"2014-01-01 07:41:57"
881,1060956,1287442,"2014-01-01 06:04:09"
1944,1060960,515103,"2014-01-01 12:07:18"
1961,1061022,1287442,"2014-01-01 12:13:07"
8486,1061062,781720,"2014-01-01 08:25:35"
5847,1061065,1565173,"2014-01-01 05:51:19"
1390,1061098,1606302,"2014-01-01 08:56:03"
4443,1061115,2414051,"2014-01-01 01:59:51"
1950,1061267,1646860,"2014-01-01 12:09:02"
9730,1061312,2989717,"2014-01-01 15:16:39"
1632,1061454,2632343,"2014-01-01 10:19:56"
10523,1061485,453558,"2014-01-01 03:39:37"
10122,1061535,2776963,"2014-01-01 01:25:26"
782,1061753,2712033,"2014-01-01 05:32:40"
9024,1064072,2766724,"2014-01-01 11:23:08"
8901,1064107,1898350,"2014-01-01 10:43:39"
10638,1064114,1882347,"2014-01-01 04:16:30"
6635,1064215,343739,"2014-01-01 10:10:10"
3183,1064227,2970930,"2014-01-01 18:57:42"
776,1064280,958210,"2014-01-01 05:30:14"
37,1064347,2632343,"2014-01-01 01:25:45"
3394,1066581,2185215,"2014-01-01 20:06:23"
9625,1066590,4288867,"2014-01-01 14:41:05"
5093,1066637,2609208,"2014-01-01 01:29:22"
1086,1068858,1740253,"2014-01-01 07:15:28"
2142,1068873,3687012,"2014-01-01 13:11:37"
10592,1068877,3348261,"2014-01-01 04:03:05"
3688,1071195,2185215,"2014-01-01 21:43:21"
1283,1071246,1740253,"2014-01-01 08:21:35"
8761,1071354,620996,"2014-01-01 09:55:40"
513,1071358,2185215,"2014-01-01 03:58:28"
10465,1071662,2485529,"2014-01-01 03:20:54"
7550,1071816,600303,"2014-01-01 03:20:19"
6709,1071836,314218,"2014-01-01 10:35:41"
2826,1071842,2847040,"2014-01-01 17:03:36"
4789,1071877,3272746,"2014-01-01 03:58:00"
10429,1071879,411493,"2014-01-01 03:08:22"
656,1076281,898388,"2014-01-01 04:49:37"
1178,1076284,1740253,"2014-01-01 07:47:11"
644,1076301,1740253,"2014-01-01 04:44:46"
6191,1076375,3718710,"2014-01-01 07:46:37"
1207,1076399,3755416,"2014-01-01 07:56:17"
3727,1076438,2712033,"2014-01-01 21:56:40"
1006,1076451,1740253,"2014-01-01 06:46:20"
1258,1076462,1208179,"2014-01-01 08:13:08"
7405,1076579,1637005,"2014-01-01 02:34:41"
3571,1076694,833094,"2014-01-01 21:03:45"
8219,1076696,3726707,"2014-01-01 06:59:25"
1864,1076706,2906990,"2014-01-01 11:41:09"
7254,1076754,2129289,"2014-01-01 01:43:50"
3469,1077174,2632343,"2014-01-01 20:30:49"
5620,1077194,239195,"2014-01-01 04:30:18"
6086,1077208,4041227,"2014-01-01 07:09:59"
5245,1077297,3942568,"2014-01-01 02:23:11"
1073,1077375,3710893,"2014-01-01 07:10:28"
7436,1077392,257891,"2014-01-01 02:46:06"
304,1077544,2185215,"2014-01-01 02:54:42"
4484,1077618,71512,"2014-01-01 02:13:54"
6003,1077660,1571611,"2014-01-01 06:42:00"
3792,1077834,254103,"2014-01-01 22:17:57"
8161,1077978,1406886,"2014-01-01 06:40:40"
9027,1078009,4029600,"2014-01-01 11:23:56"
5404,1078015,170184,"2014-01-01 03:13:43"
4644,1078021,1232405,"2014-01-01 03:10:11"
10449,1078028,2951850,"2014-01-01 03:14:40"
10024,1080307,2150432,"2014-01-01 16:53:36"
5683,1080389,2517911,"2014-01-01 04:54:15"
9532,1082620,2760176,"2014-01-01 14:08:40"
6211,1082634,187161,"2014-01-01 07:52:36"
8952,1085006,4133920,"2014-01-01 10:58:55"
1952,1087518,2185215,"2014-01-01 12:09:41"
10552,1087669,1537095,"2014-01-01 03:47:56"
4368,1087897,4311010,"2014-01-01 01:34:00"
1479,1087985,2185215,"2014-01-01 09:25:22"
6639,1087991,3434520,"2014-01-01 10:11:06"
1796,1088007,974373,"2014-01-01 11:16:23"
10189,1090306,3351446,"2014-01-01 01:48:30"
8244,1092529,1748060,"2014-01-01 07:08:07"
4401,1092635,3272741,"2014-01-01 01:45:40"
2673,1092693,2281200,"2014-01-01 16:12:11"
9703,1092778,979841,"2014-01-01 15:06:49"
1643,1092779,2185215,"2014-01-01 10:23:26"
1434,1092783,1501324,"2014-01-01 09:12:05"
3569,1092841,218859,"2014-01-01 21:02:57"
4070,1092841,3238545,"2014-01-01 23:49:40"
876,1092846,23192,"2014-01-01 06:02:50"
850,1092920,124895,"2014-01-01 05:54:10"
6771,1092930,988140,"2014-01-01 10:55:25"
4410,1092980,3506931,"2014-01-01 01:48:04"
4326,1093155,1519340,"2014-01-01 01:20:10"
8426,1093176,3579630,"2014-01-01 08:05:28"
4415,1093189,1849263,"2014-01-01 01:49:20"
482,1095617,2632343,"2014-01-01 03:49:29"
9743,1097856,1696494,"2014-01-01 15:21:35"
7005,1098211,2052585,"2014-01-01 12:13:57"
7421,1098220,2153640,"2014-01-01 02:40:31"
10519,1100605,323771,"2014-01-01 03:39:01"
8405,1100738,1802413,"2014-01-01 08:00:25"
10300,1100748,2634646,"2014-01-01 02:28:06"
7466,1100833,3750271,"2014-01-01 02:55:51"
7025,1100916,2701646,"2014-01-01 12:21:48"
3149,1100957,1740253,"2014-01-01 18:47:37"
300,1100980,1740253,"2014-01-01 02:53:35"
2157,1100983,2104494,"2014-01-01 13:17:06"
4099,1103410,1740253,"2014-01-02 00:00:55"
2357,1103494,715977,"2014-01-01 14:24:08"
3610,1103752,1064394,"2014-01-01 21:16:34"
4071,1103753,2691283,"2014-01-01 23:50:15"
1703,1103905,3517304,"2014-01-01 10:43:24"
8853,1103940,3344815,"2014-01-01 10:27:01"
9622,1104080,1740619,"2014-01-01 14:39:57"
5088,1106394,4089880,"2014-01-01 01:28:00"
1277,1106515,1194214,"2014-01-01 08:19:11"
8768,1108938,2076167,"2014-01-01 09:57:59"
9769,1108954,1913686,"2014-01-01 15:30:18"
5289,1108960,1765756,"2014-01-01 02:39:10"
5835,1108983,2441749,"2014-01-01 05:46:51"
6463,1108995,4147860,"2014-01-01 09:13:10"
3586,1108997,2691283,"2014-01-01 21:09:09"
7656,1111251,1898350,"2014-01-01 03:54:35"
4358,1111383,4060724,"2014-01-01 01:30:42"
3637,1111635,2971187,"2014-01-01 21:25:08"
8327,1111662,1317384,"2014-01-01 07:35:23"
7888,1111663,3265816,"2014-01-01 05:09:34"
1980,1111827,915608,"2014-01-01 12:18:44"
533,1114003,1696857,"2014-01-01 04:05:05"
2206,1116275,2270944,"2014-01-01 13:33:51"
8305,1116342,3227654,"2014-01-01 07:28:40"
8039,1116346,175752,"2014-01-01 05:59:46"
665,1116377,2460133,"2014-01-01 04:53:35"
167,1116382,1562130,"2014-01-01 02:11:09"
524,1116397,1731801,"2014-01-01 04:01:49"
1669,1116444,1740253,"2014-01-01 10:31:26"
5410,1121061,1428018,"2014-01-01 03:15:34"
555,1121110,1547279,"2014-01-01 04:12:41"
7192,1121235,1129593,"2014-01-01 01:24:05"
2286,1121378,2008544,"2014-01-01 14:00:26"
715,1121662,2632343,"2014-01-01 05:09:03"
9757,1121760,2297843,"2014-01-01 15:26:59"
6149,1121864,638850,"2014-01-01 07:31:11"
1419,1128466,1731897,"2014-01-01 09:06:16"
2783,1128471,2632343,"2014-01-01 16:49:46"
10022,1128489,569742,"2014-01-01 16:53:22"
6089,1128492,52176,"2014-01-01 07:11:53"
7118,1128557,2726723,"2014-01-01 12:54:06"
4683,1128616,1519340,"2014-01-01 03:24:05"
1792,1128765,2580366,"2014-01-01 11:15:03"
4423,1128863,2730560,"2014-01-01 01:51:29"
8750,1128891,4319318,"2014-01-01 09:52:29"
7392,1128896,1804908,"2014-01-01 02:30:24"
6950,1128912,3545235,"2014-01-01 11:54:36"
667,1128918,1774735,"2014-01-01 04:54:06"
8804,1128958,1530278,"2014-01-01 10:11:14"
6265,1128983,2543643,"2014-01-01 08:11:25"
6284,1128984,1709768,"2014-01-01 08:17:29"
5373,1129023,1149441,"2014-01-01 03:04:14"
1131,1129120,2216603,"2014-01-01 07:29:56"
200,1129173,218859,"2014-01-01 02:21:13"
3744,1129193,1042309,"2014-01-01 22:01:37"
10221,1129346,1421013,"2014-01-01 02:00:06"
728,1129357,1973500,"2014-01-01 05:13:34"
6538,1129365,1283793,"2014-01-01 09:40:16"
10667,1129487,3941097,"2014-01-01 04:27:20"
2597,1129674,2185215,"2014-01-01 15:47:59"
2958,1129697,2270944,"2014-01-01 17:45:53"
1892,1131923,107727,"2014-01-01 11:50:00"
609,1131934,1873841,"2014-01-01 04:32:06"
6326,1132015,974163,"2014-01-01 08:29:33"
10741,1134473,3596661,"2014-01-01 04:53:20"
1222,1134487,1287442,"2014-01-01 08:00:49"
3953,1134554,577652,"2014-01-01 23:12:20"
5854,1134585,2251653,"2014-01-01 05:52:58"
5784,1134590,1162805,"2014-01-01 05:28:10"
1460,1136788,2691283,"2014-01-01 09:19:56"
1426,1136958,2460133,"2014-01-01 09:09:15"
5829,1136989,202797,"2014-01-01 05:44:07"
2991,1137054,958210,"2014-01-01 17:57:07"
7088,1137083,2898375,"2014-01-01 12:43:23"
4486,1137247,2020626,"2014-01-01 02:14:52"
9530,1137353,3713971,"2014-01-01 14:08:08"
7594,1137430,2493680,"2014-01-01 03:36:09"
1737,1137673,2281200,"2014-01-01 10:55:11"
6603,1137707,1279115,"2014-01-01 10:00:31"
5061,1137750,3659174,"2014-01-01 01:18:03"
6408,1137901,3981285,"2014-01-01 08:54:31"
2973,1138000,1740253,"2014-01-01 17:51:20"
7346,1138366,4319520,"2014-01-01 02:13:15"
293,1138434,915955,"2014-01-01 02:50:55"
5405,1140689,2651536,"2014-01-01 03:14:00"
4953,1140706,1176450,"2014-01-01 04:53:27"
4613,1140753,1621245,"2014-01-01 03:00:05"
2235,1140959,1740253,"2014-01-01 13:43:21"
5144,1141046,4284979,"2014-01-01 01:48:16"
2625,1141193,490049,"2014-01-01 15:55:59"
8112,1143393,737470,"2014-01-01 06:24:20"
6256,1143414,3747212,"2014-01-01 08:07:55"
10662,1143424,342933,"2014-01-01 04:25:01"
1194,1143448,1128551,"2014-01-01 07:52:45"
4524,1143460,1176628,"2014-01-01 02:27:14"
2996,1143485,2460133,"2014-01-01 17:58:10"
8213,1143514,107704,"2014-01-01 06:57:47"
8878,1146100,1189539,"2014-01-01 10:35:19"
7838,1146107,4041580,"2014-01-01 04:53:26"
10710,1146161,3906773,"2014-01-01 04:44:08"
1362,1146200,499283,"2014-01-01 08:46:51"
376,1146218,2088744,"2014-01-01 03:16:07"
325,1146244,2632343,"2014-01-01 03:00:59"
10303,1146260,3565815,"2014-01-01 02:28:40"
9054,1146263,1720079,"2014-01-01 11:32:13"
